time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-01-04T19:31:11.350Z,19.28,-64.583,24.9,4.2,md,36,180.4,,,us,usp000ch4a,2014-11-07T01:20:59.139Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2004-01-03T05:23:36.600Z,19.574,-77.936,0.4,4.6,mb,106,82.2,,,us,usp000cgxc,2014-11-07T01:20:56.987Z,"Cuba region",earthquake,,,,39,reviewed,ssnc,us
2004-01-02T12:44:18.140Z,19.243,-64.345,24.7,4,md,25,173.7,,,us,usp000cgv4,2014-11-07T01:20:56.584Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2004-01-02T06:20:31.890Z,19.003,-69.063,25.1,4,md,15,345.4,,,us,usp000cgu2,2014-11-07T01:20:56.221Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2004-01-01T10:49:00.910Z,17.653,-64.014,25,4,md,13,346.5,,,us,usp000cgrb,2014-11-07T01:20:55.339Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2004-01-01T08:18:46.230Z,17.664,-64,25,4.1,md,15,346.6,,,us,usp000cgqy,2014-11-07T01:20:55.099Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2004-01-01T00:36:52.090Z,19.384,-64.453,25.1,4.1,md,10,334.6,,,us,usp000cgpj,2014-11-07T01:20:53.679Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2003-12-25T12:36:53.050Z,17.586,-82.729,10,4.3,mb,46,200.3,,1.04,us,usp000cg0f,2014-11-07T01:20:49.114Z,"Cayman Islands region",earthquake,,,,27,reviewed,us,us
2003-12-25T06:55:22.860Z,18.479,-68.775,122.1,4.8,mb,163,46.3,,0.87,us,usp000cfzu,2014-11-07T01:20:49.024Z,"Dominican Republic",earthquake,,,,86,reviewed,us,us
2003-12-20T07:11:50.130Z,20.393,-70.27,10,4,mb,10,159.9,,0.61,us,usp000cfn4,2014-11-07T01:20:47.292Z,"Dominican Republic region",earthquake,,,,3,reviewed,us,us
2003-12-18T09:25:07.110Z,21.256,-70.806,10,4,md,10,184.3,,1.12,us,usp000cfg3,2014-11-07T01:20:46.644Z,"Turks and Caicos Islands region",earthquake,,,,,reviewed,us,rspr
2003-12-18T00:26:23.890Z,18.867,-81.534,33,4.3,mb,44,79.9,,0.89,us,usp000cffk,2014-11-07T01:20:46.566Z,"Cayman Islands region",earthquake,,,,21,reviewed,us,us
2003-12-14T07:38:09.300Z,19.309,-67.389,38.7,4,mb,21,149.5,,,us,usp000cf7v,2014-11-07T01:20:45.107Z,"Puerto Rico region",earthquake,,,,1,reviewed,rspr,us
2003-12-09T05:57:58.520Z,19.317,-67.404,34.5,4,md,12,300.1,,,us,usp000cevc,2014-11-07T01:20:43.407Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2003-12-06T04:33:10.550Z,19.384,-67.435,25.1,4.7,mb,97,38.4,,,us,usp000cen0,2014-11-07T01:20:41.950Z,"Puerto Rico region",earthquake,,,,25,reviewed,rspr,us
2003-12-06T03:33:27.770Z,19.381,-67.46,25,5.1,mb,158,37.9,,,us,usp000cems,2014-11-07T01:20:41.898Z,"Puerto Rico region",earthquake,,,,60,reviewed,rspr,us
2003-11-25T03:38:38.440Z,19.658,-65.266,25.1,4,md,13,310.9,,,us,usp000cduu,2014-11-07T01:20:33.343Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2003-11-23T19:12:59.450Z,17.937,-61.491,33,4.1,mb,9,201.3,,0.98,us,usp000cds1,2014-11-07T01:20:32.948Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,3,reviewed,us,us
2003-11-22T02:29:05.830Z,19.6,-78.152,10,5.1,mwc,207,105.4,,0.82,us,usp000cdmj,2016-11-10T00:01:16.976Z,"Cuba region",earthquake,,,,,reviewed,us,hrv
2003-11-20T23:38:21.040Z,20.24,-70.664,10,4.3,mb,7,93,,1.2,us,usp000cdhk,2014-11-07T01:20:31.918Z,"Dominican Republic region",earthquake,,,,4,reviewed,us,us
2003-11-20T02:13:06.360Z,20.55,-70.675,10,4.4,mb,26,91.3,,1.25,us,usp000cdf8,2014-11-07T01:20:31.637Z,"Dominican Republic region",earthquake,,,,12,reviewed,us,us
2003-11-09T20:40:30.700Z,17.738,-61.48,33,4.5,mb,52,108.8,,0.73,us,usp000ccg7,2014-11-07T01:20:26.651Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,14,reviewed,us,us
2003-11-08T11:03:05.360Z,18.129,-68.528,99.2,4.3,mb,33,69.2,,0.86,us,usp000ccc1,2014-11-07T01:20:25.787Z,"Mona Passage, Dominican Republic",earthquake,,5.1,,3,reviewed,us,us
2003-11-06T22:15:19.700Z,18.764,-63.335,33,4.9,mb,65,164.9,,0.66,us,usp000cc89,2014-11-07T01:20:25.403Z,"Anguilla region, Leeward Islands",earthquake,,,,28,reviewed,us,us
2003-10-28T22:45:00.520Z,19.779,-70.708,10,4.9,mb,168,47.1,,1.02,us,usp000cbgm,2014-11-07T01:20:16.962Z,"Dominican Republic",earthquake,,,,72,reviewed,us,us
2003-10-28T07:15:20.410Z,18.518,-62.681,33,4.4,mb,48,103.5,,0.85,us,usp000cbf0,2014-11-07T01:20:16.723Z,"Anguilla region, Leeward Islands",earthquake,,,,5,reviewed,us,us
2003-10-26T16:39:11.830Z,19.868,-70.73,10,4.5,mb,58,62.5,,1.01,us,usp000cbbd,2014-11-07T01:20:15.755Z,"Dominican Republic region",earthquake,,,,16,reviewed,us,us
2003-10-24T02:10:44.280Z,20.341,-70.475,10,4.3,md,15,157.6,,0.96,us,usp000cb4c,2014-11-07T01:20:14.952Z,"Dominican Republic region",earthquake,,,,,reviewed,us,rspr
2003-10-21T18:18:25.690Z,20.947,-69.845,10,4.1,md,14,180.5,,0.83,us,usp000cayh,2014-11-07T01:20:14.259Z,"Dominican Republic region",earthquake,,,,,reviewed,us,rspr
2003-10-21T15:45:23.740Z,20.263,-70.443,10,4.5,md,17,98.9,,1.1,us,usp000cayb,2014-11-07T01:20:14.249Z,"Dominican Republic region",earthquake,,,,,reviewed,us,rspr
2003-10-20T20:31:36.820Z,19.459,-63.126,45.9,4.9,mb,25,170.3,,0.87,us,usp000cawh,2014-11-07T01:20:14.125Z,"Anguilla region, Leeward Islands",earthquake,,,,1,reviewed,us,us
2003-10-18T07:04:42.700Z,19.696,-70.811,10,4.5,mb,69,118.7,,0.98,us,usp000cap0,2014-11-07T01:20:13.424Z,"Dominican Republic",earthquake,,,,27,reviewed,us,us
2003-10-18T03:03:04.050Z,19.957,-70.51,10,4.6,mb,41,173.4,,1.01,us,usp000cant,2014-11-07T01:20:13.401Z,"Dominican Republic region",earthquake,,,,11,reviewed,us,us
2003-10-16T05:55:11.970Z,19.924,-70.549,10,4.1,mb,39,112,,1.1,us,usp000cag1,2014-11-07T01:20:12.233Z,"Dominican Republic region",earthquake,,,,11,reviewed,us,us
2003-10-16T03:20:55.370Z,19.761,-70.693,10,4.8,mb,139,100.2,,1,us,usp000cafv,2014-11-07T01:20:12.202Z,"Dominican Republic",earthquake,,,,60,reviewed,us,us
2003-10-15T23:00:24.430Z,19.319,-64.688,25,4,md,11,323.1,,,us,usp000cafg,2014-11-07T01:20:12.164Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2003-10-15T11:48:49.330Z,19.521,-70.863,10,4.6,mb,112,99.1,,1.07,us,usp000caej,2014-11-07T01:20:12.086Z,"Dominican Republic",earthquake,,,,37,reviewed,us,us
2003-10-13T16:30:49.020Z,20.284,-75.649,10,4.6,mb,68,84.3,,1,us,usp000caan,2014-11-07T01:20:11.724Z,"Cuba region",earthquake,,,,29,reviewed,us,us
2003-10-10T14:48:14.560Z,23.149,-84.966,10,4.4,mb,62,105.6,,1.31,us,usp000ca2x,2014-11-07T01:20:10.737Z,"Cuba region",earthquake,,,,20,reviewed,us,us
2003-09-30T08:47:19.050Z,20.316,-70.813,10,4.3,md,20,189.2,,1.34,us,usp000c94s,2014-11-07T01:20:00.195Z,"Dominican Republic region",earthquake,,,,,reviewed,us,rspr
2003-09-28T09:55:03.070Z,19.754,-70.682,10,4.6,mb,48,100.2,,1.13,us,usp000c8y6,2014-11-07T01:19:58.987Z,"Dominican Republic",earthquake,,,,11,reviewed,us,us
2003-09-22T17:45:48.820Z,20.298,-70.486,10,4.5,mb,19,77,,1.4,us,usp000c8b5,2014-11-07T01:19:54.521Z,"Dominican Republic region",earthquake,,,,6,reviewed,us,us
2003-09-22T12:39:39.880Z,19.725,-70.875,10,4.8,mb,108,60.6,,1.42,us,usp000c8aj,2014-11-07T01:19:54.474Z,"Dominican Republic",earthquake,,,,47,reviewed,us,us
2003-09-22T10:58:54.010Z,19.7,-70.856,10,4.4,mb,69,50.9,,1.1,us,usp000c8aa,2014-11-07T01:19:54.293Z,"Dominican Republic",earthquake,,,,21,reviewed,us,us
2003-09-22T05:37:09.640Z,19.849,-70.776,10,4.2,md,27,76.5,,1.15,us,usp000c89j,2014-11-07T01:19:54.228Z,"Dominican Republic region",earthquake,,,,,reviewed,us,rspr
2003-09-22T05:30:17.800Z,19.91,-70.506,10,5.6,mwc,177,40.6,,0.95,us,usp000c89h,2016-11-09T23:32:35.455Z,"Dominican Republic region",earthquake,,,,,reviewed,us,hrv
2003-09-22T05:22:43.790Z,19.795,-70.652,10,4.8,mb,27,100,,1.1,us,usp000c89g,2014-11-07T01:19:54.204Z,"Dominican Republic region",earthquake,,,,4,reviewed,us,us
2003-09-22T05:06:54.280Z,19.932,-70.696,10,4.7,mb,37,75.1,,0.93,us,usp000c89f,2014-11-07T01:19:54.199Z,"Dominican Republic region",earthquake,,,,6,reviewed,us,us
2003-09-22T04:45:36.240Z,19.777,-70.673,10,6.4,mwb,494,31.7,,1.06,us,usp000c89d,2017-04-13T22:16:52.202Z,"Dominican Republic",earthquake,,,,,reviewed,us,us
2003-09-12T13:06:48.540Z,19.186,-69.087,33,4.2,mb,17,153.6,,0.58,us,usp000c7bp,2014-11-07T01:19:48.549Z,"Dominican Republic region",earthquake,,,,5,reviewed,us,us
2003-09-01T17:02:42.650Z,17.6,-82.427,10,4.3,mb,59,85.3,,1.04,us,usp000c6fc,2014-11-07T01:19:40.478Z,"Cayman Islands region",earthquake,,,,20,reviewed,us,us
2003-08-30T19:56:03.620Z,17.085,-68.531,74.7,4.5,mb,68,73.9,,,us,usp000c6a9,2014-11-07T01:19:37.062Z,"Dominican Republic region",earthquake,,,,19,reviewed,rspr,us
2003-08-01T13:45:30.820Z,19.355,-76.425,10,4.7,mb,110,43.8,,1.24,us,usp000c3uu,2014-11-07T01:19:23.340Z,"Cuba region",earthquake,,,,50,reviewed,us,us
2003-07-29T03:54:49.290Z,17.651,-62.841,33,4.1,md,26,217.6,,0.38,us,usp000c3mj,2014-11-07T01:19:19.256Z,"Saint Kitts and Nevis region, Leeward Islands",earthquake,,,,,reviewed,us,fdf
2003-07-23T06:20:03.810Z,18.296,-68.075,33,4.1,mb,19,90.1,,1.23,us,usp000c343,2014-11-07T01:19:16.848Z,"Mona Passage, Dominican Republic",earthquake,,,,1,reviewed,us,us
2003-07-13T13:55:37.460Z,18.716,-64.182,39.7,4.1,mb,45,97.4,,,us,usp000c2df,2014-11-07T01:19:12.147Z,"Virgin Islands region",earthquake,,,,3,reviewed,rspr,us
2003-07-13T02:36:18.190Z,19.075,-63.554,33,4.1,md,25,101.2,,0.78,us,usp000c2bs,2014-11-07T01:19:11.998Z,"Virgin Islands region",earthquake,,,,,reviewed,us,rspr
2003-07-12T17:35:58.870Z,19.311,-63.243,24.1,4,md,13,342.2,,,us,usp000c2aq,2014-11-07T01:19:11.803Z,"Anguilla region, Leeward Islands",earthquake,,,,,reviewed,rspr,rspr
2003-07-08T19:07:00.330Z,18.088,-67.194,49.5,4.1,mb,42,86.6,,,us,usp000c20g,2014-11-07T01:19:09.828Z,"Mona Passage, Puerto Rico",earthquake,,,,5,reviewed,rspr,us
2003-06-30T00:07:27.660Z,17.457,-61.14,33,5.7,mwb,375,34.7,,0.99,us,usp000c19n,2016-11-09T22:52:38.667Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,us,us
2003-06-22T20:47:38.050Z,23.15,-64.547,33,4.2,md,23,155,,0.99,us,usp000c0nu,2014-11-07T01:18:58.768Z,"North Atlantic Ocean",earthquake,,,,,reviewed,us,rspr
2003-06-07T13:32:12.480Z,18.306,-62.722,10,4.1,mb,20,167,,1.18,us,usp000bza4,2014-11-07T01:18:52.206Z,"Anguilla region, Leeward Islands",earthquake,,,,2,reviewed,us,us
2003-05-30T03:25:49.380Z,18.076,-69.351,126.9,4,md,13,346.4,,,us,usp000byh0,2014-11-07T01:18:44.575Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2003-05-21T01:06:38.360Z,19.368,-69.23,151.2,4,md,14,345,,,us,usp000bxmv,2014-11-07T01:18:39.201Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2003-05-20T10:05:32.370Z,18.863,-69.865,95,4.1,md,26,104.1,,1.11,us,usp000bxjy,2014-11-07T01:18:39.054Z,"Dominican Republic",earthquake,,,,,reviewed,us,rspr
2003-05-07T12:57:01.060Z,18.65,-65.003,116.2,4.3,mb,59,118.2,,,us,usp000bwsb,2014-11-07T01:18:35.273Z,"Virgin Islands region",earthquake,,,,21,reviewed,rspr,us
2003-04-12T10:13:25.790Z,19.17,-62.637,33,4.4,mb,48,61.5,,0.93,us,usp000bv0q,2014-11-07T01:18:20.040Z,"Anguilla region, Leeward Islands",earthquake,,,,13,reviewed,us,us
2003-04-12T00:10:47.920Z,20.197,-64.525,10,4.6,mb,47,99.1,,0.97,us,usp000buzk,2014-11-07T01:18:19.896Z,"north of the Virgin Islands",earthquake,,,,15,reviewed,us,us
2003-03-29T02:41:13.890Z,19.333,-64.671,24.9,4,mb,26,198.3,,,us,usp000btr3,2014-11-07T01:18:09.403Z,"Virgin Islands region",earthquake,,,,6,reviewed,rspr,us
2003-03-27T20:43:11.860Z,20.185,-64.588,10,4.5,mb,70,122.4,,0.99,us,usp000btnk,2014-11-07T01:18:09.177Z,"north of the Virgin Islands",earthquake,,,,32,reviewed,us,us
2003-03-22T18:25:42.410Z,17.988,-67.218,1.6,4.2,mb,24,197.6,,,us,usp000bt8t,2014-11-07T01:18:07.506Z,"Mona Passage, Puerto Rico",earthquake,,,,3,reviewed,rspr,us
2003-03-21T01:09:55.190Z,18.066,-68.127,97.2,5.1,mwc,279,52,,,us,usp000bt4p,2016-11-09T22:07:30.744Z,"Mona Passage, Dominican Republic",earthquake,,,,,reviewed,rspr,hrv
2003-03-11T22:02:53.610Z,19.017,-68.809,128.9,4.2,md,25,117.6,,,us,usp000bsew,2014-11-07T01:18:03.271Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2003-03-09T17:31:38.010Z,19.147,-68.696,25.1,4.2,mb,37,112.7,,,us,usp000bs9x,2014-11-07T01:18:02.650Z,"Dominican Republic region",earthquake,,,,7,reviewed,rspr,us
2003-03-06T10:59:39.180Z,19.681,-70.51,10,4.4,md,20,157.9,,1.29,us,usp000bs28,2014-11-07T01:18:00.188Z,"Dominican Republic",earthquake,,,,,reviewed,us,ssnc
2003-02-27T06:49:17.370Z,19.595,-69.722,25,4.1,md,13,,,,us,usp000brk3,2014-11-07T01:17:52.792Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2003-02-17T06:57:03.760Z,18.717,-64.491,43.6,4.4,mb,77,,,,us,usp000bqvk,2014-11-07T01:17:49.044Z,"Virgin Islands region",earthquake,,,,23,reviewed,rspr,us
2003-02-16T14:58:35.450Z,19.586,-67.998,25,4,md,12,,,,us,usp000bqu5,2014-11-07T01:17:48.930Z,"Mona Passage",earthquake,,,,,reviewed,rspr,rspr
2003-02-16T00:44:24.830Z,18.188,-68.017,116.5,4,md,11,,,,us,usp000bqse,2014-11-07T01:17:48.790Z,"Mona Passage, Dominican Republic",earthquake,,,,,reviewed,rspr,rspr
2003-02-07T03:11:22.120Z,18.826,-64.215,40.6,4,md,13,,,,us,usp000bq51,2014-11-07T01:17:45.937Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2003-01-20T14:52:49.610Z,19.415,-63.31,33,4.4,md,13,,,1.5,us,usp000bnw3,2014-11-07T01:17:36.715Z,"Anguilla region, Leeward Islands",earthquake,,,,,reviewed,us,fdf
2003-01-12T20:02:51.020Z,18.729,-65.032,46.5,4,md,14,,,,us,usp000bnf6,2014-11-07T01:17:35.032Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2003-01-12T01:33:52.850Z,19.423,-68.566,22.4,4.1,md,16,,,,us,usp000bne5,2014-11-07T01:17:34.916Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2003-01-10T18:31:43.360Z,19.936,-66.706,35.1,4,md,13,,,,us,usp000bnc4,2014-11-07T01:17:34.263Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2002-12-24T00:19:48.270Z,19.063,-63.664,121.7,4,md,9,,,,us,usp000bm9v,2014-11-07T01:17:25.311Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-12-23T12:45:07.040Z,19.213,-64.562,33,4.3,md,19,,,0.55,us,usp000bm8q,2014-11-07T01:17:25.175Z,"Virgin Islands region",earthquake,,,,,reviewed,us,rspr
2002-12-21T18:50:54.760Z,18.357,-62.38,52.9,5.4,mwc,158,,,0.81,us,usp000bm49,2016-11-10T00:15:26.078Z,"Anguilla region, Leeward Islands",earthquake,,6.7,,,reviewed,us,hrv
2002-12-19T21:03:41.410Z,18.416,-69.08,114.1,4.2,mb,37,,,0.77,us,usp000bm0e,2014-11-07T01:17:22.782Z,"Dominican Republic",earthquake,,4.9,,8,reviewed,us,us
2002-12-14T07:34:22.790Z,17.958,-68.472,94.8,4.1,md,10,,,,us,usp000bknz,2014-11-07T01:17:21.609Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2002-12-11T06:13:29.960Z,19.637,-63.758,54.7,4,md,8,,,,us,usp000bkge,2014-11-07T01:17:20.145Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-12-02T21:24:44.370Z,17.512,-68.562,24.8,4,md,10,,,,us,usp000bjze,2014-11-07T01:17:17.950Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2002-12-01T08:52:32.610Z,18.094,-64.657,25.1,4.1,md,18,,,,us,usp000bjum,2014-11-07T01:17:16.033Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-11-30T12:11:24.000Z,17.826,-68.574,25.1,4.1,md,15,,,,us,usp000bjsf,2014-11-07T01:17:12.932Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2002-11-26T04:25:12.160Z,17.724,-68.458,31.1,4.3,md,14,,,,us,usp000bjdc,2014-11-07T01:17:11.182Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2002-11-13T20:26:53.720Z,18.846,-64.242,33,5.2,mwc,118,,,1,us,usp000bhmp,2016-11-09T23:56:59.809Z,"Virgin Islands region",earthquake,,,,,reviewed,us,hrv
2002-11-12T07:14:24.590Z,19.205,-64.473,34.9,4.1,md,9,,,,us,usp000bhh1,2014-11-07T01:17:06.987Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-11-10T02:47:36.570Z,19.309,-63.641,33,4.6,mb,90,,,0.98,us,usp000bh91,2014-11-07T01:17:05.984Z,"Virgin Islands region",earthquake,,,,33,reviewed,us,us
2002-11-09T09:02:28.720Z,19.627,-63.633,25,4.2,md,11,,,,us,usp000bh65,2014-11-07T01:17:05.533Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-11-09T05:24:38.440Z,19.262,-63.66,39.1,4.4,mb,90,,,1.16,us,usp000bh5c,2014-11-07T01:17:05.412Z,"Virgin Islands region",earthquake,,,,37,reviewed,us,us
2002-11-03T01:54:25.350Z,19.489,-68.736,95.6,4,md,4,,,,us,usp000bfy9,2014-11-07T01:16:56.675Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2002-10-28T23:37:15.850Z,19.68,-64.115,24.9,4.3,md,6,,,,us,usp000bfje,2014-11-07T01:16:49.730Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-10-28T20:26:43.650Z,19.807,-64.148,24.9,4.6,md,16,,,,us,usp000bfj4,2014-11-07T01:16:49.694Z,"north of the Virgin Islands",earthquake,,,,,reviewed,rspr,rspr
2002-10-25T18:56:24.900Z,19.623,-64.426,33,4.5,mb,23,,,0.76,us,usp000bfbx,2014-11-07T01:16:49.067Z,"Virgin Islands region",earthquake,,,,8,reviewed,us,us
2002-10-23T10:01:30.840Z,19.616,-64.12,24.9,4,md,4,,,,us,usp000bf2m,2014-11-07T01:16:47.873Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-10-23T08:49:32.630Z,19.546,-64.308,65.3,4.5,md,13,,,,us,usp000bf2f,2014-11-07T01:16:47.858Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-10-18T12:04:42.650Z,19.499,-64.335,33,4.8,mb,85,,,0.9,us,usp000besy,2014-11-07T01:16:46.311Z,"Virgin Islands region",earthquake,,,,24,reviewed,us,us
2002-10-18T06:45:04.490Z,19.364,-63.266,33,4.2,mb,44,,,0.99,us,usp000bese,2014-11-07T01:16:46.220Z,"Anguilla region, Leeward Islands",earthquake,,,,16,reviewed,us,us
2002-10-13T14:34:16.200Z,17.543,-68.889,25.4,4.1,md,14,,,,us,usp000bef8,2014-11-07T01:16:45.092Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2002-10-01T07:00:58.990Z,18.812,-63.064,41.4,5.3,mwc,204,,,1.04,us,usp000bdjh,2016-11-09T23:36:50.060Z,"Anguilla region, Leeward Islands",earthquake,,,,,reviewed,us,hrv
2002-09-21T13:33:25.710Z,19.466,-65.852,33,4,mb,24,,,0.64,us,usp000bctp,2014-11-07T01:16:33.532Z,"Puerto Rico region",earthquake,,,,2,reviewed,us,us
2002-08-19T23:08:47.650Z,19.27,-68.241,25,4,md,8,,,,us,usp000ba84,2014-11-07T01:16:17.904Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2002-08-17T12:21:54.520Z,18.538,-68.481,164.2,4,md,14,,,,us,usp000ba2n,2014-11-07T01:16:17.251Z,"Dominican Republic",earthquake,,,,,reviewed,rspr,rspr
2002-08-10T08:58:20.920Z,17.982,-76.564,15,4.1,mb,46,,,,us,usp000b9mv,2014-11-07T01:16:14.730Z,"Jamaica region",earthquake,,,,23,reviewed,jsn,us
2002-08-10T06:22:10.380Z,18.043,-76.528,33,4.5,mb,76,,,1.02,us,usp000b9mp,2014-11-07T01:16:14.716Z,"Jamaica region",earthquake,,,,33,reviewed,us,us
2002-08-09T05:06:02.310Z,19.491,-64.683,33.4,4.2,md,9,,,,us,usp000b9jg,2014-11-07T01:16:14.481Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-08-07T00:29:15.590Z,18.998,-64.802,53.3,4,md,9,,,,us,usp000b9ej,2014-11-07T01:16:13.945Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-07-31T12:32:19.660Z,19.138,-64.532,41.9,4.7,mb,85,,,1.02,us,usp000b931,2014-11-07T01:16:08.028Z,"Virgin Islands region",earthquake,,,,34,reviewed,us,us
2002-07-19T02:31:58.800Z,18.889,-68.247,24.8,4.3,ml,14,,,,us,usp000b8c7,2014-11-07T01:16:04.924Z,"Mona Passage",earthquake,,,,,reviewed,rspr,rspr
2002-07-18T19:36:48.140Z,19.179,-64.568,25,4,md,10,,,,us,usp000b8bj,2014-11-07T01:16:04.845Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-06-27T17:13:41.910Z,19.861,-71.502,33,4.8,mb,124,,,0.88,us,usp000b721,2014-11-07T01:15:54.258Z,"Dominican Republic",earthquake,,,,66,reviewed,us,us
2002-06-24T03:47:45.000Z,18.251,-66.284,6.2,4,md,9,,,,us,usp000b6u0,2014-11-07T01:15:52.948Z,"Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2002-06-20T15:24:23.980Z,18.242,-66.297,6.2,4,md,9,,,,us,usp000b6k4,2014-11-07T01:15:52.024Z,"Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2002-06-14T04:20:59.280Z,19.726,-64.138,78.7,4,md,8,,,,us,usp000b64f,2014-11-07T01:15:49.870Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-06-14T04:05:41.240Z,19.42,-64.403,33,4.5,mb,70,,,1.01,us,usp000b64c,2014-11-07T01:15:49.859Z,"Virgin Islands region",earthquake,,,,29,reviewed,us,us
2002-06-13T19:09:02.220Z,19.575,-64.638,57.6,4,md,11,,,,us,usp000b63p,2014-11-07T01:15:49.690Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-06-13T07:15:25.200Z,18.915,-65.561,40.1,4,md,8,,,,us,usp000b62r,2014-11-07T01:15:49.578Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2002-06-13T02:47:08.500Z,18.014,-64.892,23.3,4.2,md,12,,,,us,usp000b62c,2014-11-07T01:15:49.514Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-06-12T17:59:02.920Z,18.139,-64.73,25.3,4.1,md,8,,,,us,usp000b61k,2014-11-07T01:15:49.369Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-06-12T12:48:34.720Z,18.045,-64.927,33,4.5,mb,78,,,0.84,us,usp000b615,2017-02-16T18:05:03.853Z,"Virgin Islands region",earthquake,,,,18,reviewed,us,us
2002-05-27T05:51:18.510Z,19.189,-64.527,75.8,4,md,8,,,,us,usp000b51u,2014-11-07T01:15:40.598Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-05-25T05:33:16.640Z,19.117,-64.559,25.6,4,md,10,,,,us,usp000b4xh,2014-11-07T01:15:39.967Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2002-05-21T06:02:59.940Z,17.779,-81.911,10,5.7,mwc,270,,,1.1,us,usp000b4q2,2016-11-09T22:34:15.851Z,"Cayman Islands region",earthquake,,,,,reviewed,us,hrv
2002-05-15T16:11:42.920Z,19.326,-68.17,33,4.4,mb,28,,,0.93,us,usp000b4c6,2014-11-07T01:15:37.702Z,"Dominican Republic region",earthquake,,,,5,reviewed,us,us
2002-05-14T12:40:33.590Z,17.92,-63.859,24.6,4.1,md,10,,,,us,usp000b4ab,2014-11-07T01:15:37.438Z,"Saint Martin region, Leeward Islands",earthquake,,,,,reviewed,rspr,rspr
2002-05-13T09:54:48.440Z,17.991,-61.53,33,4.9,mb,13,,,1.13,us,usp000b48b,2014-11-07T01:15:37.204Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,1,reviewed,us,us
2002-05-12T03:26:52.380Z,18.77,-70.461,33,4.1,mb,25,,,1.39,us,usp000b45m,2014-11-07T01:15:36.924Z,"Dominican Republic",earthquake,,,,11,reviewed,us,us
2002-05-11T16:53:21.330Z,18.01,-65.24,10,4.2,md,20,,,0.78,us,usp000b44r,2014-11-07T01:15:36.801Z,"Puerto Rico region",earthquake,,,,,reviewed,us,rspr
